num_folds,mean_accuracy,std_accuracy,mean_loss,std_loss,accuracies,losses,best_fold,worst_fold
5,0.7352336182336183,0.12084770360322603,2.1951826870441438,1.332557613932761,"[0.8200000000000001, 0.6538461538461539, 0.6296296296296297, 0.64, 0.9326923076923077]","[1.5933607816696167, 1.7941299676895142, 3.5339674949645996, 3.830939531326294, 0.22351565957069397]",5,3
